segment_idx,pig_id,label,label_name,Source,Start,End,Energy,Audio_Path
15,114-1838.wav,1,Normal,New,110.0,120.0,-24.98242950439453,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
16,114-1838.wav,1,Normal,New,115.0,125.0,-39.856353759765625,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
17,114-1838.wav,1,Normal,New,120.0,130.0,-37.968563079833984,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
18,114-1838.wav,1,Normal,New,125.0,135.0,-37.26170349121094,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
19,114-1838.wav,1,Normal,New,130.0,140.0,-23.784076690673828,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
20,114-1838.wav,1,Normal,New,135.0,145.0,-23.86974334716797,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
21,114-1838.wav,1,Normal,New,170.0,180.0,-39.96833801269531,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
22,114-1838.wav,1,Normal,New,175.0,185.0,-39.8509521484375,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
23,114-1838.wav,1,Normal,New,195.0,205.0,-37.221435546875,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
24,114-1838.wav,1,Normal,New,200.0,210.0,-37.69412612915039,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
25,114-1838.wav,1,Normal,New,220.0,230.0,-28.78291893005371,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
26,114-1838.wav,1,Normal,New,225.0,235.0,-28.36174201965332,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
27,114-1838.wav,1,Normal,New,230.0,240.0,-37.33686828613281,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
28,114-1838.wav,1,Normal,New,240.0,250.0,-23.101396560668945,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
29,114-1838.wav,1,Normal,New,245.0,255.0,-23.126604080200195,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
30,114-1838.wav,1,Normal,New,250.0,260.0,-38.45463180541992,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
31,114-1838.wav,1,Normal,New,255.0,265.0,-29.75571060180664,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
32,114-1838.wav,1,Normal,New,260.0,270.0,-30.320514678955078,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
33,114-1838.wav,1,Normal,New,300.0,310.0,-36.59147262573242,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
34,114-1838.wav,1,Normal,New,305.0,315.0,-36.492733001708984,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
35,114-1838.wav,1,Normal,New,320.0,330.0,-21.890104293823242,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
36,114-1838.wav,1,Normal,New,325.0,335.0,-21.815898895263672,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
37,114-1838.wav,1,Normal,New,330.0,340.0,-34.91068649291992,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
38,114-1838.wav,1,Normal,New,335.0,345.0,-36.23511505126953,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
39,114-1838.wav,1,Normal,New,340.0,350.0,-38.403564453125,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
40,114-1838.wav,1,Normal,New,345.0,355.0,-39.27091979980469,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
41,114-1838.wav,1,Normal,New,355.0,365.0,-25.50492286682129,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
42,114-1838.wav,1,Normal,New,360.0,370.0,-25.47735595703125,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
43,114-1838.wav,1,Normal,New,370.0,380.0,-37.88404846191406,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
44,114-1838.wav,1,Normal,New,375.0,385.0,-36.242984771728516,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
45,114-1838.wav,1,Normal,New,380.0,390.0,-37.17082595825195,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
46,114-1838.wav,1,Normal,New,385.0,395.0,-39.54137420654297,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
47,114-1838.wav,1,Normal,New,395.0,405.0,-38.77463912963867,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
48,114-1838.wav,1,Normal,New,400.0,410.0,-37.37992858886719,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
49,114-1838.wav,1,Normal,New,405.0,415.0,-38.19798278808594,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
50,114-1838.wav,1,Normal,New,410.0,420.0,-39.15062713623047,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
51,114-1838.wav,1,Normal,New,415.0,425.0,-39.921878814697266,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
52,114-1838.wav,0,NoBreathing,New,60.0,70.0,-45.73027038574219,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
53,114-1838.wav,0,NoBreathing,New,150.0,160.0,-46.990150451660156,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
54,114-1838.wav,0,NoBreathing,New,180.0,190.0,-43.10921096801758,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
55,114-1838.wav,0,NoBreathing,New,210.0,220.0,-44.45070266723633,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
56,114-1838.wav,0,NoBreathing,New,270.0,280.0,-42.42433166503906,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
57,114-1838.wav,0,NoBreathing,New,390.0,400.0,-41.833030700683594,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
58,114-1838.wav,0,NoBreathing,New,420.0,430.0,-40.881683349609375,/home/willy/pig/audio/診中＿標注後/正常/114-1838.wav
59,114-1840.wav,1,Normal,New,0.0,10.0,-22.6595458984375,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
60,114-1840.wav,1,Normal,New,5.0,15.0,-22.711475372314453,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
61,114-1840.wav,1,Normal,New,10.0,20.0,-25.890607833862305,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
62,114-1840.wav,1,Normal,New,15.0,25.0,-29.7760009765625,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
63,114-1840.wav,1,Normal,New,20.0,30.0,-20.774972915649414,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
64,114-1840.wav,1,Normal,New,25.0,35.0,-20.187030792236328,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
65,114-1840.wav,1,Normal,New,30.0,40.0,-26.97076416015625,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
66,114-1840.wav,1,Normal,New,35.0,45.0,-32.45901107788086,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
67,114-1840.wav,1,Normal,New,40.0,50.0,-31.619863510131836,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
68,114-1840.wav,1,Normal,New,45.0,55.0,-29.56787109375,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
69,114-1840.wav,1,Normal,New,50.0,60.0,-29.930400848388672,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
70,114-1840.wav,1,Normal,New,55.0,65.0,-26.72852325439453,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
71,114-1840.wav,1,Normal,New,60.0,70.0,-25.424365997314453,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
72,114-1840.wav,1,Normal,New,65.0,75.0,-28.843189239501953,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
73,114-1840.wav,1,Normal,New,70.0,80.0,-32.08546829223633,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
74,114-1840.wav,1,Normal,New,75.0,85.0,-30.005399703979492,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
75,114-1840.wav,1,Normal,New,80.0,90.0,-30.30508041381836,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
76,114-1840.wav,1,Normal,New,85.0,95.0,-25.66352653503418,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
77,114-1840.wav,1,Normal,New,90.0,100.0,-20.173778533935547,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
78,114-1840.wav,1,Normal,New,95.0,105.0,-18.14911460876465,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
79,114-1840.wav,1,Normal,New,100.0,110.0,-20.478221893310547,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
80,114-1840.wav,1,Normal,New,105.0,115.0,-23.96646499633789,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
81,114-1840.wav,1,Normal,New,110.0,120.0,-24.656774520874023,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
82,114-1840.wav,1,Normal,New,115.0,125.0,-32.71776580810547,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
83,114-1840.wav,1,Normal,New,120.0,130.0,-31.387319564819336,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
84,114-1840.wav,1,Normal,New,125.0,135.0,-29.546289443969727,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
85,114-1840.wav,1,Normal,New,130.0,140.0,-29.272380828857422,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
86,114-1840.wav,1,Normal,New,135.0,145.0,-18.4226016998291,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
87,114-1840.wav,1,Normal,New,140.0,150.0,-17.96196937561035,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
88,114-1840.wav,1,Normal,New,145.0,155.0,-23.547901153564453,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
89,114-1840.wav,1,Normal,New,150.0,160.0,-23.008544921875,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
90,114-1840.wav,1,Normal,New,155.0,165.0,-22.684032440185547,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
91,114-1840.wav,1,Normal,New,160.0,170.0,-17.305315017700195,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
92,114-1840.wav,1,Normal,New,165.0,175.0,-15.208541870117188,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
93,114-1840.wav,1,Normal,New,170.0,180.0,-15.459071159362793,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
94,114-1840.wav,1,Normal,New,175.0,185.0,-17.88815689086914,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
95,114-1840.wav,1,Normal,New,180.0,190.0,-26.840686798095703,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
96,114-1840.wav,1,Normal,New,195.0,205.0,-37.67982864379883,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
97,114-1840.wav,1,Normal,New,200.0,210.0,-34.94914627075195,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
98,114-1840.wav,1,Normal,New,205.0,215.0,-37.30079650878906,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
99,114-1840.wav,1,Normal,New,280.0,290.0,-33.77056121826172,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
100,114-1840.wav,1,Normal,New,285.0,295.0,-31.747961044311523,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
101,114-1840.wav,1,Normal,New,290.0,300.0,-24.114879608154297,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
102,114-1840.wav,1,Normal,New,295.0,305.0,-19.747636795043945,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
103,114-1840.wav,1,Normal,New,300.0,310.0,-21.136274337768555,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
104,114-1840.wav,1,Normal,New,305.0,315.0,-22.588882446289062,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
105,114-1840.wav,1,Normal,New,310.0,320.0,-22.61603355407715,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
106,114-1840.wav,1,Normal,New,315.0,325.0,-30.564939498901367,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
107,114-1840.wav,1,Normal,New,320.0,330.0,-32.423484802246094,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
108,114-1840.wav,1,Normal,New,325.0,335.0,-29.536115646362305,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
109,114-1840.wav,1,Normal,New,330.0,340.0,-29.132177352905273,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
110,114-1840.wav,1,Normal,New,335.0,345.0,-30.112934112548828,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
111,114-1840.wav,1,Normal,New,340.0,350.0,-29.876041412353516,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
112,114-1840.wav,1,Normal,New,345.0,355.0,-31.15556526184082,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
113,114-1840.wav,1,Normal,New,350.0,360.0,-31.348434448242188,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
114,114-1840.wav,1,Normal,New,355.0,365.0,-31.21462059020996,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
115,114-1840.wav,1,Normal,New,360.0,370.0,-33.00469207763672,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
116,114-1840.wav,1,Normal,New,365.0,375.0,-32.14080047607422,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
117,114-1840.wav,1,Normal,New,370.0,380.0,-29.17375946044922,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
118,114-1840.wav,1,Normal,New,375.0,385.0,-28.523635864257812,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
119,114-1840.wav,1,Normal,New,380.0,390.0,-29.525041580200195,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
120,114-1840.wav,1,Normal,New,385.0,395.0,-26.795867919921875,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
121,114-1840.wav,1,Normal,New,390.0,400.0,-26.94903564453125,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
122,114-1840.wav,1,Normal,New,395.0,405.0,-31.714359283447266,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
123,114-1840.wav,1,Normal,New,400.0,410.0,-34.390254974365234,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
124,114-1840.wav,1,Normal,New,405.0,415.0,-35.42654037475586,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
125,114-1840.wav,1,Normal,New,410.0,420.0,-32.44322967529297,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
126,114-1840.wav,1,Normal,New,415.0,425.0,-29.39750862121582,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
127,114-1840.wav,1,Normal,New,420.0,430.0,-29.47770118713379,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
128,114-1840.wav,1,Normal,New,425.0,435.0,-32.70402145385742,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
129,114-1840.wav,1,Normal,New,430.0,440.0,-36.31462860107422,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
130,114-1840.wav,1,Normal,New,435.0,445.0,-35.853431701660156,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
131,114-1840.wav,1,Normal,New,440.0,450.0,-36.27410125732422,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
132,114-1840.wav,1,Normal,New,445.0,455.0,-38.030860900878906,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
133,114-1840.wav,1,Normal,New,450.0,460.0,-38.50028610229492,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
134,114-1840.wav,1,Normal,New,455.0,465.0,-34.40757369995117,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
135,114-1840.wav,1,Normal,New,460.0,470.0,-33.733158111572266,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
136,114-1840.wav,1,Normal,New,465.0,475.0,-37.5562629699707,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
137,114-1840.wav,1,Normal,New,470.0,480.0,-39.02461242675781,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
138,114-1840.wav,1,Normal,New,475.0,485.0,-37.69331359863281,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
139,114-1840.wav,1,Normal,New,480.0,490.0,-36.84033203125,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
140,114-1840.wav,1,Normal,New,485.0,495.0,-36.647422790527344,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
141,114-1840.wav,1,Normal,New,490.0,500.0,-37.4426383972168,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
142,114-1840.wav,1,Normal,New,495.0,505.0,-39.438514709472656,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
143,114-1840.wav,1,Normal,New,500.0,510.0,-38.64223098754883,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
144,114-1840.wav,1,Normal,New,505.0,515.0,-24.05738639831543,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
145,114-1840.wav,1,Normal,New,510.0,520.0,-17.31421661376953,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
146,114-1840.wav,1,Normal,New,515.0,525.0,-18.11951446533203,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
147,114-1840.wav,1,Normal,New,520.0,530.0,-29.615856170654297,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
148,114-1840.wav,1,Normal,New,525.0,535.0,-31.599578857421875,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
149,114-1840.wav,1,Normal,New,530.0,540.0,-32.93766784667969,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
150,114-1840.wav,1,Normal,New,535.0,545.0,-32.68513488769531,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
151,114-1840.wav,1,Normal,New,540.0,550.0,-34.1154899597168,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
152,114-1840.wav,1,Normal,New,545.0,555.0,-38.1733512878418,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
153,114-1840.wav,1,Normal,New,550.0,560.0,-38.81585693359375,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
154,114-1840.wav,1,Normal,New,555.0,565.0,-38.8420524597168,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
155,114-1840.wav,1,Normal,New,560.0,570.0,-36.78020477294922,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
156,114-1840.wav,1,Normal,New,565.0,575.0,-34.94766616821289,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
157,114-1840.wav,1,Normal,New,570.0,580.0,-34.90695571899414,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
158,114-1840.wav,1,Normal,New,575.0,585.0,-33.025146484375,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
159,114-1840.wav,1,Normal,New,580.0,590.0,-32.456600189208984,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
160,114-1840.wav,1,Normal,New,585.0,595.0,-32.196903228759766,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
161,114-1840.wav,1,Normal,New,590.0,600.0,-32.562591552734375,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
162,114-1840.wav,1,Normal,New,595.0,605.0,-35.53402328491211,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
163,114-1840.wav,1,Normal,New,600.0,610.0,-32.33707046508789,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
164,114-1840.wav,1,Normal,New,605.0,615.0,-31.65071678161621,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
165,114-1840.wav,1,Normal,New,610.0,620.0,-30.604995727539062,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
166,114-1840.wav,1,Normal,New,615.0,625.0,-29.182315826416016,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
167,114-1840.wav,1,Normal,New,620.0,630.0,-30.216754913330078,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
168,114-1840.wav,1,Normal,New,625.0,635.0,-31.422460556030273,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
169,114-1840.wav,1,Normal,New,630.0,640.0,-31.78649139404297,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
170,114-1840.wav,1,Normal,New,635.0,645.0,-32.3705940246582,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
171,114-1840.wav,1,Normal,New,640.0,650.0,-34.15116882324219,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
172,114-1840.wav,1,Normal,New,645.0,655.0,-35.08141326904297,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
173,114-1840.wav,1,Normal,New,650.0,660.0,-32.62192916870117,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
174,114-1840.wav,1,Normal,New,655.0,665.0,-32.7362174987793,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
175,114-1840.wav,1,Normal,New,660.0,670.0,-34.26615905761719,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
176,114-1840.wav,1,Normal,New,665.0,675.0,-33.94321823120117,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
177,114-1840.wav,1,Normal,New,670.0,680.0,-30.07107162475586,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
178,114-1840.wav,1,Normal,New,675.0,685.0,-27.466236114501953,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
179,114-1840.wav,1,Normal,New,680.0,690.0,-27.99364471435547,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
180,114-1840.wav,1,Normal,New,685.0,695.0,-29.823101043701172,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
181,114-1840.wav,1,Normal,New,690.0,700.0,-31.5836124420166,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
182,114-1840.wav,1,Normal,New,695.0,705.0,-31.88299560546875,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
183,114-1840.wav,1,Normal,New,700.0,710.0,-30.620203018188477,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
184,114-1840.wav,1,Normal,New,705.0,715.0,-31.116439819335938,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
185,114-1840.wav,1,Normal,New,710.0,720.0,-33.038448333740234,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
186,114-1840.wav,1,Normal,New,715.0,725.0,-34.85310745239258,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
187,114-1840.wav,1,Normal,New,720.0,730.0,-34.77089309692383,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
188,114-1840.wav,1,Normal,New,725.0,735.0,-34.472869873046875,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
189,114-1840.wav,0,NoBreathing,New,210.0,220.0,-179.89126586914062,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
190,114-1840.wav,0,NoBreathing,New,240.0,250.0,-180.0,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
191,114-1840.wav,0,NoBreathing,New,270.0,280.0,-42.0726432800293,/home/willy/pig/audio/診中＿標注後/正常/114-1840.wav
192,114-1688.wav,1,Normal,New,0.0,10.0,-14.521503448486328,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
193,114-1688.wav,1,Normal,New,5.0,15.0,-12.219573974609375,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
194,114-1688.wav,1,Normal,New,10.0,20.0,-13.699966430664062,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
195,114-1688.wav,1,Normal,New,15.0,25.0,-15.054075241088867,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
196,114-1688.wav,1,Normal,New,20.0,30.0,-14.478151321411133,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
197,114-1688.wav,1,Normal,New,25.0,35.0,-15.672329902648926,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
198,114-1688.wav,1,Normal,New,30.0,40.0,-18.43182373046875,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
199,114-1688.wav,1,Normal,New,35.0,45.0,-22.041122436523438,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
200,114-1688.wav,1,Normal,New,40.0,50.0,-26.965293884277344,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
201,114-1688.wav,1,Normal,New,45.0,55.0,-26.399337768554688,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
202,114-1688.wav,1,Normal,New,50.0,60.0,-32.864418029785156,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
203,114-1688.wav,1,Normal,New,55.0,65.0,-24.171619415283203,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
204,114-1688.wav,1,Normal,New,60.0,70.0,-24.14756965637207,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
205,114-1688.wav,1,Normal,New,65.0,75.0,-30.08749008178711,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
206,114-1688.wav,1,Normal,New,70.0,80.0,-25.08285903930664,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
207,114-1688.wav,1,Normal,New,75.0,85.0,-21.264028549194336,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
208,114-1688.wav,1,Normal,New,80.0,90.0,-19.447967529296875,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
209,114-1688.wav,1,Normal,New,85.0,95.0,-21.60146713256836,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
